TenderName,TenderOrgName,BidderSuppName,NotObtainSuppName,TenderAwardPrice,Count
臺南市「111年度短期補習班網路直播公安研習」勞務採購案,臺南市六甲區林鳳國民小學,心統科技有限公司,,281800,1
臺南市松林國小校園安全及電信網路系統採購,臺南市西港區松林國民小學,瑞漢資訊科技有限公司,,711510,1
臺灣學術網路（TANet）內容傳遞網路建置案-第2期(金門、連江)一批,國立中央大學,豪勉科技股份有限公司,,52650000,1
銅門轄區電話數位網路交換機採購帶安裝乙台,台灣電力股份有限公司東部發電廠,嘉德工程行,,276150,1
數位雙生實體民眾體驗場域網路服務,新竹市文化局,遠傳電信股份有限公司系統整合分公司,,232800,1
澎湖縣111年校園智無線網路建置案,澎湖縣立文光國民中學,力麗科技股份有限公司,,889800,1
學生宿舍靜及慧齋網路線路勞務施作,國立清華大學,彰燦科技股份有限公司,,950000,1
學員生大隊第1-5宿舍網路節點損壞整修工程,國防大學,原始資訊科技有限公司,,638000,1
整合型虛擬專用網路閘道器(一臺)採購案,臺中榮民總醫院,泰鋒電腦股份有限公司,,947000,1
機架式網路儲存伺服器乙台,國立臺灣大學,山誠科技有限公司,,360000,1
機架式網路儲存伺服器壹台,國立臺灣大學,山誠科技有限公司,,270000,1
辦公設施訂製暨網路電源佈設案,行政院農業委員會林務局農林航空測量所,築邑設計室內裝修有限公司,,795500,1
總院院區乙太網路線路建置案,國立成功大學醫學院附設醫院,惠國科技股份有限公司,,27180000,1
總院院區骨幹暨基礎網路建構案,國立成功大學醫學院附設醫院,新加坡商網達先進科技有限公司台灣分公司,,79250000,1
總院院區新世代無線網路建置案,國立成功大學醫學院附設醫院,新加坡商網達先進科技有限公司台灣分公司,,72000000,1
購置L3網路交換器,經濟部國營事業委員會,宏碁股份有限公司,,355200,1
職員宿舍網路汰舊暨新增作業,國立中山大學,海川科技有限公司,,543000,1
關鍵基礎設施資安設備壹批,國立成功大學,新加坡商網達先進科技有限公司台灣分公司,,26760000,1
寶山校區經世二館網路建置,國立彰化師範大學,惠國科技股份有限公司,,620000,1
護理站備援網路50點採購案,衛生福利部豐原醫院,捷合科技股份有限公司,,198000,1
