TenderName,TenderOrgName,BidderSuppName,NotObtainSuppName,TenderAwardPrice,Count
111-112年端點資產管理系統暨資安健診管理平台授權及維護委外服務案,臺北市政府工務局,大同股份有限公司,,9513480,1
111-112年臺灣藝術大學網路算圖農場系統維護案,國立臺灣藝術大學,茂鑫科技有限公司,,700000,1
111-112年環境用藥管理資訊系統架構重整應用計畫,行政院環境保護署毒物及化學物質局,環化有限公司,,12650000,1
111-113年「資安監控中心建置案」,文化部,中華資安國際股份有限公司,數聯資安股份有限公司,21900000,1
111-113年UGuard UVM-3000 網路流量軌跡管理系統更新使用授權,國家災害防救科技中心,欣奕科技有限公司,,592000,1
111-113年本局資訊中心資訊網路暨機房維運整體委託服務案,交通部公路總局,大同股份有限公司,精誠科技整合股份有限公司,36000000,1
111-113年度高雄市公有路邊停車費以網路或手機代收服務案,高雄市政府交通局,台灣中小企業銀行股份有限公司台北分公司,,15942860,1
111-113年度高雄市公有路邊停車費以網路或手機代收服務案,高雄市政府交通局,財團法人台灣票據交換所,,28697140,1
111-114年度電子郵件、共用行事曆及網路磁碟整合服務,行政院環境保護署,馬來西亞商思想科技有限公司,,11700000,1
111年「公衛資訊系統暨偏鄉巡迴醫療點資通網路相關設備維修及零件耗材更換」採購案,臺中市政府衛生局,中揚資訊股份有限公司,菁智科技股份有限公司,697500,1
111年「推動中小學數位學習精進方案-BYOD＆THSD實施計畫」網路分享器採購案,屏東縣立內埔國民中學,炳昌企業有限公司,,182480,1
111年『網路應用停看聽』資安素養網路有獎徵答活動獎品採購,臺中市烏日區烏日國民小學,台灣精品開發有限公司,,629000,1
111年公館校區學二舍網際網路寬頻服務租用,國立臺灣師範大學,中嘉寬頻股份有限公司,,784800,1
111年心健科外點辦公室網路系統佈線及網路設備財物採購案,臺中市政府衛生局,中揚資訊股份有限公司,,525000,1
111年主站維運與資安強化服務,財團法人國家實驗研究院國家地震工程研究中心,中保防災科技股份有限公司,民科系整股份有限公司,3380760,1
111年主題館暨山海步道自主行動導覽系統新增功能與資安檢測,國立海洋科技博物館,旭聯科技股份有限公司,,580000,1
111年我國國際參與聯合國推案創意文宣短片網路廣告行銷採購案,外交部,成果行銷有限公司,,930000,1
111年汰換網路及資訊設備採購案,臺北市立大學附設實驗國民小學,柏可揚實業有限公司,,210000,1
111年宜昌國中校園無線網路改善工程,花蓮縣立宜昌國民中學,愷華資訊有限公司,,300000,1
111年花蓮教師研習中心網路暨教學設備採購案,花蓮縣政府,欣辰通訊有限公司,,663000,1
111年南投縣政府平面暨網路宣傳採購案,南投縣政府,中國時報文化事業股份有限公司,合歡多媒體行銷有限公司,950000,1
111年度「疾病管制科機房網路整線及改善作業」勞務採購案,臺北市政府衛生局,高晨資訊有限公司,,305000,1
111年度2.1mm紅外線網路攝影機1批TPD1110718,法務部矯正署臺北看守所,村井貿易有限公司,,131200,1
111年度Aruba無線網路控制器採購,國立北港高級中學,晉暘科技股份有限公司,,183000,1
111年度Gigabit超高速乙太網路交換器等2項設備採購案,臺北市政府警察局,昌達科技股份有限公司,,330813,1
111年度SketchUp Pro最新中文網路教育版軟體採購案,國立彰化高級商業職業學校,幾何資訊有限公司,,299000,1
111年度台糖產品網路媒體宣傳,台灣糖業股份有限公司商品行銷事業部,超人氣新媒體股份有限公司,貝殼放大股份有限公司,11300000,1
111年度民眾洽公服務空間網路電力佈設汰換暨便民服務設施改善更新案,臺中市中正地政事務所,惠國科技股份有限公司,,300000,1
111年度光纖網路優化設備採購(含安裝),法務部矯正署臺北看守所,華電聯網股份有限公司,,398370,1
111年度收入面資訊系統新增功能暨強化系統架構提升服務效率採購案,衛生福利部中央健康保險署,鉅林國際資訊股份有限公司,,28500000,1
111年度伺服主機、網路暨端末設備維護案,財政部,朔方科技股份有限公司,,4736000,1
111年度伺服器及網路設備採購案,勞動部勞動力發展署,敦陽科技股份有限公司,,25850000,1
111年度汰換網路及資訊周邊設備(電腦專案計畫)採購案,臺北市士林區社子國民小學,仕揚科技股份有限公司,,193000,1
111年度汰換網路及資訊周邊設備採購案,臺北市立華江高級中學,瑞元資訊股份有限公司,,240000,1
111年度沙崙智慧綠能科學城網路推廣計畫服務案,臺南市政府經濟發展局,鑫流股份有限公司,,950000,1
111年度災害應變中心網路交換器採購案,臺北市政府消防局,駿永資訊科技股份有限公司,神通資訊科技股份有限公司,223860,1
111年度受益農民大會資料彙整、報到系統設計、各項資訊設備及網路租借,行政院農業委員會農田水利署,財團法人農業工程研究中心,,950000,1
111年度苗栗縣環境保護資訊網路系統維護計畫,苗栗縣政府環境保護局,中揚資訊股份有限公司,,930000,1
111年度校園光纖及UTP網路佈線建置施工,高雄市立瑞豐國民中學,鈞宇企業社,,262000,1
111年度校園電信網路系統採購,新北市立瑞芳國民中學,中華電信股份有限公司企業客戶分公司,,705773,1
111年度校園網路資安防火牆財物採購,國立秀水高級工業職業學校,晉暘科技股份有限公司,,158000,1
111年度財政部優質酒類認證制度網路宣導採購案,財政部國庫署,啟示廣告有限公司,寰宇軒行股份有限公司,895000,1
111年度高級中等學校智慧網路環境暨學術網提升計畫設備採購,國立暨南國際大學附屬高級中學,長宏資訊顧問股份有限公司,,670000,1
111年度高速網路交換器財物採購,國立國父紀念館,殷諾科技股份有限公司,,576000,1
111年度偏遠地區學校及非山非市學校(非原住民學校)設施設備計畫-網路線路建置設備工程,彰化縣芬園鄉文德國民小學,興昇資訊有限公司,,281500,1
111年度偏遠地區學校及非山非市學校設施設備-網路影音設備,臺中市立大安國民中學,雷峰系統科技有限公司,,598000,1
111年度參山處網路交換器資訊設備採購,交通部觀光局參山國家風景區管理處,廣六科技有限公司,,230800,1
111年度國立高雄餐旅大學廚藝學院建置SDGs知識網路平台及國際食藝技術期刊技術網路平台,國立高雄餐旅大學,億展科技資訊股份有限公司,,600000,1
111年度基隆分院L3網路交換器,國防醫學院,瑞富國際資訊股份有限公司,,290000,1
111年度基礎建設網路交換器採購案,經濟部工業局,博鉅資訊股份有限公司,,577300,1
111年度教育網路中心基礎維運計畫設備財物採購,雲林縣斗六市鎮南國民小學,大同股份有限公司雲林分公司,,788000,1
111年度統購臨櫃自取網路送件精進案,財政部印刷廠,神通資訊科技股份有限公司,,239900,1
111年度提升專科教室雙語與網路教學設備採購案,臺中市立惠文高級中學,亞當斯科技有限公司,,990000,1
111年度智慧網路環境暨學術網路提升計畫交換器設備採購案,臺南市私立港明高級中學,新加坡商網達先進科技有限公司台灣分公司,大同世界科技股份有限公司,930000,1
111年度無線網路基地台佈建採購案,高雄市立中正高級中學,聯易科技股份有限公司,,510000,1
111年度無線網路基地台建置採購案,高雄市立成功特殊教育學校,聯易科技股份有限公司,,790000,1
111年度無線網路設備汰換採購案,彰化縣議會,超鍏國際有限公司,,682000,1
111年度雲林縣教育網路中心導入「 ISO27001資訊安全管理系統(ISMS)服務勞務採購,雲林縣斗六市鎮南國民小學,創逸科技服務有限公司,優士國際聯合顧問有限公司,820000,1
111年度新一代健保醫療資訊與資安科技應用研究與先期概念實證服務案,衛生福利部中央健康保險署,財團法人工業技術研究院,,3880000,1
111年度新北市政府衛生局高速網路交換器(Switch)採購案,新北市政府衛生局,德源資訊科技有限公司,,380000,1
111年度業務單位電腦網路設備汰換計畫採購,台灣電力股份有限公司高雄區營業處,仁通資訊股份有限公司,,492450,1
111年度節電網路行銷委託專業服務案,新北市政府經濟發展局,啟點行銷有限公司,,955800,1
111年度資安系統升級強化案,內政部警政署,凌群電腦股份有限公司,文偉股份有限公司,12938000,1
111年度資安管理制度ISMS及個資保護管理PIMS顧問輔導複評驗證案,國立中正大學,美思科法顧問股份有限公司,,220000,1
111年度資訊系統資安內部稽核複核案,教育部國民及學前教育署,社團法人中華民國資通安全發展協會,,950000,1
111年度資通系統向上集中暨網路設備汰換案,行政院農業委員會,藍新資訊股份有限公司,渥達數位股份有限公司,7870000,1
111年度資通訊架構調整及資安精進計畫,僑務委員會,中華資安國際股份有限公司,安碁資訊股份有限公司,13695900,1
111年度農民學院資訊網路及服務平臺計畫,行政院農業委員會,冠諭科技股份有限公司,,8300000,1
111年度電腦教室網路線、電源線佈線及相關設備採購,彰化縣立陽明國民中學,旺揚科技有限公司,,270000,1
111年度嘉義縣充實社區心理衛生中心辦公室及公共空間傳真、網路及電話機線路設備,嘉義縣衛生局,中華電信股份有限公司企業客戶分公司,,290000,1
111年度對外雙向1Gbps乙太網路電路租用,國家災害防救科技中心,亞太電信股份有限公司,,886728,1
111年度網路及資訊周邊設備採購案,臺北市大同區雙蓮國民小學,仕揚科技股份有限公司,,170000,1
111年度網路及資訊周邊設備採購案,臺北市立天母國民中學,新澄系統科技有限公司,,379000,1
111年度網路及資訊周邊設備採購案(案號1110211),臺北市立明湖國民中學,合志資訊有限公司,仕揚科技股份有限公司,278000,1
111年度網路及資訊設備汰換採購,臺北市松山區民權國民小學,仕揚科技股份有限公司,,203000,1
111年度網路交換器採購案,衛生福利部疾病管制署,藍新資訊股份有限公司,,880000,1
111年度網路周邊設備採購,臺北市立金華國民中學,仕揚科技股份有限公司,,273452,1
111年度網路服務平臺整合案,衛生福利部中央健康保險署,凌群電腦股份有限公司,,11700000,1
111年度網路流量蒐集設備採購案,臺中市政府警察局刑事警察大隊,偉邦資科股份有限公司,,267900,1
111年度網路設備採購,台灣電力股份有限公司鳳山區營業處,廣成資訊股份有限公司,,397425,1
111年度網路設備設定檔雲端備份案,國家運動訓練中心,新立通數位媒體廣告科技股份有限公司,,912870,1
111年度網路資安設備、影像儲存及微服務平台建置服務案,衛生福利部中央健康保險署,中華電信股份有限公司企業客戶分公司,,160000000,1
111年度網路暨資安防護設備汰購案,內政部警政署,精誠科技整合股份有限公司,,51170000,1
111年度網路儲存設備採購案,臺南市政府警察局,耕昇電腦資訊有限公司,,733700,1
111年度衛生所網路佈線採購案,花蓮縣衛生局,成朋電腦有限公司,,937760,1
111年度機房電源高架地板部分施作及網路線整線工程,國立大湖高級農工職業學校,晉暘科技股份有限公司,,205800,1
111年度頻寬管理器及網路交換器採購,臺中市立臺中家事商業高級中等學校,啟翰資訊整合有限公司,,351500,1
111年度購置網路設備、防火牆續約及防毒軟體續約案,高雄市立空中大學,維遠資訊股份有限公司,,358890,1
111年建工校區網路防火牆採購案,國立高雄科技大學,均易科技股份有限公司,,230000,1
111年苗栗縣獅潭鄉網路行銷宣傳活動,苗栗縣獅潭鄉公所,奧加行銷股份有限公司,華越資通企管顧問有限公司,448000,1
111年校內網路節點更新案,新北市立淡水高級商工職業學校,立曜科技企業有限公司,,198000,1
111年校園無線網路更新財物採購案,國立臺東大學附設實驗國民小學,大同股份有限公司台東分公司,,440000,1
111年校園無線網路設備採購(第二期),國立臺灣大學,琦徠科技股份有限公司,,729500,1
111年校園網路設備採購,桃園市立中壢商業高級中等學校,現營資訊有限公司,,99500,1
111年班級教室暨電腦教室網路改善財物採購,臺中市立雙十國民中學,鉦霖資訊有限公司,,444610,1
111年租賃支局網路設備(第2期),中華郵政股份有限公司,駿永資訊科技股份有限公司,,266450000,1
111年高中智慧網路及網路提升計畫-網路骨幹架設採購案,國立臺北科技大學附屬桃園農工高級中等學校,現營資訊有限公司,,990000,1
111年高級中等學校實施計畫之無線網路基地台(AP)建置財物採購案,臺北市芳和實驗中學,仕揚科技股份有限公司,,400000,1
111年高級中等學校實施計畫之無線網路基地台建置案壹式,國立成功大學,晉暘科技股份有限公司,,974000,1
111年健康網路使用與服務學習活動勞務採購,臺北市立萬芳高級中學,遠流國際旅行社有限公司,,196800,1
111年教育部補助無線網路基地台(AP)建置案,臺北市私立稻江高級商業職業學校,凱舜資訊有限公司,,970000,1
111年智權資訊服務網路設備更新建置案,經濟部智慧財產局,敦陽資訊股份有限公司,,15190000,1
111年無線網路基地台(AP)建置案,高雄市立高雄特殊教育學校,禕品國際有限公司,,795000,1
111年無線網路設備維護,衛生福利部旗山醫院,凌群電腦股份有限公司台中分公司,,600000,1
111年無線網路資訊設備採購案,臺中市立豐原高級中等學校,中揚資訊股份有限公司,,422750,1
111年雲端網路整合服務帳號授權,交通部中央氣象局,羽昇國際股份有限公司,瑞竣科技股份有限公司,425965,1
111年業務單位電腦網路設備汰換計畫之採購案,台灣電力股份有限公司雲林區營業處,鑫緣鑫科技有限公司,,656250,1
111年資安設備Cisco C9200-48 Port交換器採購案,新竹市警察局,凌群電腦股份有限公司台中分公司,,522000,1
111年資安設備及雲端郵件系統授權更新維護案,行政院農業委員會農糧署,逸盈科技股份有限公司,,10300000,1
111年資處科電腦教室網路相關設備採購案,臺北市立士林高級商業職業學校,仕揚科技股份有限公司,,168600,1
111年道管中心無線網路設備汰換及網路電話擴充案,臺北市政府工務局,中華電信股份有限公司企業客戶分公司,,390000,1
111年電腦網路設備,台灣電力股份有限公司台中區營業處,旭鴻資通股份有限公司,,509775,1
111年網站系統功能維運及資安建置採購案,國立臺中教育大學,禾太國際有限公司,,205000,1
111年網路交換器汰換暨資訊機房架構安全及設備建置優化案,臺北市立美術館,大塊系統工程股份有限公司,,750000,1
111年網路交換器採購案,國立科學工藝博物館,駿永資訊科技股份有限公司,,152000,1
111年網路附加儲存系統硬碟擴充採購案,財政部財政資訊中心,大同股份有限公司,,569052,1
111年網路設備汰換與伺服器功能擴充案,新竹縣政府稅務局,豪信科技開發有限公司,,456000,1
111年網路資訊周邊設備採購案,臺北市立中正國民中學,寰宇國際資訊股份有限公司,,299250,1
111年網路機房暨電腦整合駐處服務,交通部鐵道局南部工程處,精誠軟體服務股份有限公司,,744500,1
111年網路環境與資訊設備為運計畫網路線重佈採購案,新北市立中和高級中學,心楙系統整合有限公司,,346000,1
111年網際網路時間協定伺服器採購,國立臺灣大學,豪勉科技股份有限公司,,408000,1
111年臺南市政府教育局高階光纖10G網路交換器設備財物採購案,臺南市政府教育局,福得數位科技有限公司,,407000,1
111年數位學習精進方案國中部無線網路基地台建置採購案,臺南市私立港明高級中學,新加坡商網達先進科技有限公司台灣分公司,,999600,1
111年稻香國小增設光纖模組網路工程採購,花蓮縣吉安鄉稻香國民小學,愷華資訊有限公司,,198900,1
111年縣政網路暨社群宣傳服務案,花蓮縣政府,柴米視覺計畫有限公司,,975000,1
111年辦公室搬遷網路與資訊設備異動及擴充,行政院農業委員會水土保持局,展昇資訊股份有限公司,,970000,1
111年錄影監視系統網路交換器採購案,高雄市政府警察局,仁通資訊股份有限公司,,882000,1
111年總圖書館局部區域網路佈建及網路設備採購案,國立臺灣大學,聖佳科技股份有限公司,,950000,1
111年羅浮高中無線網路基地台AP建置財務採購,桃園市立羅浮高級中等學校,旭威電腦資訊有限公司,,391500,1
111年關鍵基礎設施資安聯防服務案,經濟部,安碁資訊股份有限公司,,12100000,1
111花蓮數位校園攜帶型行動網路無線路由器採購案,花蓮縣政府,愷華資訊有限公司,,902400,1
111學年度「補助110年改善校園環境計畫-無線網路設備」,新竹市私立光復高級中學,名人電腦股份有限公司,,350000,1
111學年度BYOD網路設備採購,臺北市立麗山高級中學,仕揚科技股份有限公司,,995000,1
111學年度文德女中無線網路建置採購案,臺北市私立文德女子高級中學,仕揚科技股份有限公司,開駿實業有限公司,400000,1
111學年度校園網路核心交換器採購案,臺北市私立景文高級中學,新碩資訊股份有限公司,惟新科技股份有限公司,528000,1
111學年度國際學人宿舍網路委外服務案,臺北市立大學,勞倫思科技有限公司,台灣智慧光網股份有限公司,246200,1
111學年度網路軟體維護採購案,私立真理大學,豪勉科技股份有限公司,,132000,1
112 年至 11 3 年度數位有線電視頻道收視及寬頻網路服務採購案,國家通訊傳播委員會,寶福有線電視股份有限公司,,724800,1
112、113年大溪區公所各里智慧區里平板電腦行動網路服務勞務採購,桃園市大溪區公所,中華電信股份有限公司企業客戶分公司,,534240,1
112-114年度民用航空局及所屬機關資安監控委外服務案,交通部民用航空局,安碁資訊股份有限公司,,19800000,1
112-114年學生第一宿舍網路委外服務案,國立高雄大學,中華電信股份有限公司企業客戶分公司,,713970,1
112年「虛擬化系統平台暨網路維運」資訊服務採購案,臺中市政府衛生局,菁智科技股份有限公司,,923160,1
112年全局掌靜脈差勤、掌靜脈門禁、網路型智慧卡機及其管理系統維護案,經濟部智慧財產局,高斯電腦股份有限公司,,248000,1
112年汐止區市民活動中心電子門禁節電系統主機增設及更新、空調節電系統網路服務及維護費,新北市汐止區公所,欣皓資訊有限公司,,840000,1
112年作業基金會計管理系統及網路請購系統租賃,國立聯合大學,艾富資訊股份有限公司,,540000,1
112年局本部網路電話系統及各分隊網路電話系統暨派遣電話專用錄音系統維護,金門縣採購招標所,三煜通信電機股份有限公司,,480000,1
112年兩項資安防護系統軟體授權更新,財團法人農業科技研究院,昕恩科技有限公司,精誠軟體服務股份有限公司,328320,1
112年社群網路經營管理,勞動部勞動力發展署北基宜花金馬分署,好事文創行銷有限公司,想享整合顧問有限公司,940000,1
112年度「報紙與網路新聞蒐集及推送通報採購案」,勞動部,潤利艾克曼國際事業有限公司,,758000,1
112年度IT資源管理與網路安全防護系統及路由器維護案,大陸委員會,曜揚科技股份有限公司,,187585,1
112年度中央控制系統網路設備及資安維護案,臺北市交通管制工程處,訊達電腦股份有限公司,,940500,1
112年度中央統籌分配稅款設算網路平台及撥付系統維護服務案,財政部國庫署,康大資訊股份有限公司,,310000,1
112年度本中心暨醫療檢疫棟網路資訊設備軟硬體維護案,行政院農業委員會特有生物研究保育中心,旭鴻資通股份有限公司,,700000,1
112年度本局社群網路宣傳行銷暨電台節目企劃執行勞務採購,高雄市政府運動發展局,森洋創意行銷有限公司,創兆國際策略有限公司,988000,1
112年度本院設備網路APP監控服務案,高雄市立聯合醫院,中興保全科技股份有限公司,,228000,1
112年度全院有線及無線網路維護案,高雄市立聯合醫院,知能系統整合股份有限公司,,812000,1
112年度防火牆及網路軟硬體設備維護,經濟部水利署中區水資源局,勝禾科技股份有限公司,,785000,1
112年度校園骨幹網路核心交換器維護案,國立臺灣科技大學,台灣恩悌悌系統股份有限公司,,533000,1
112年度校園骨幹網路設備維護,國立嘉義大學,新加坡商網達先進科技有限公司台灣分公司,,860000,1
112年度校園無線網路設備維護案,國立臺灣科技大學,擎昊科技股份有限公司,,715500,1
112年度核心系統威脅監測與資安防禦作業,經濟部水利署北區水資源局,松之安資訊科技有限公司,,906500,1
112年度高雄國家體育場資訊網路設備維護暨服務採購案,高雄市政府運動發展局,欣智科技有限公司,,668000,1
112年度第3代公路監理資訊系統主機暨網路設備硬體維護案,臺南市政府交通局,凌群電腦股份有限公司台南分公司,,498800,1
112年度無線網路維護及網頁編輯管理勞務採購,國立中科實驗高級中學,中揚資訊股份有限公司,,508057,1
112年度無線網路維護案,宜蘭縣政府,博聯資訊有限公司,,356000,1
112年度無償配發新股網路申報系統維護案,金融監督管理委員會證券期貨局,桓基科技股份有限公司,,160403,1
112年度雲林縣政府網路設備和所屬機關防火牆設備維護案,雲林縣政府,大同股份有限公司雲林分公司,,600000,1
112年度新北市體育資訊網路中心資訊設備租賃暨維護,新北市立重慶國民中學,崧順有限公司,,396000,1
112年度資安設備軟硬體維護及技術支援服務維護採購案,大陸委員會,優易資訊股份有限公司,,554882,1
112年度資安設備維護暨技術服務委託案,內政部警政署,精誠科技整合股份有限公司,,22480000,1
112年度資安業務管理系統維護案,臺灣高等檢察署,凌群電腦股份有限公司,,361000,1
112年度資訊系統暨電腦週邊軟、硬體與網路系統維護勞務採購案,臺灣高等法院花蓮分院,達盈興業有限公司,,570000,1
112年度資訊系統管理、網際網路安全防護及資訊設備維護保養,桃園市龜山區公所,承星資訊科技有限公司,,655000,1
112年度資訊軟硬體維護暨資安管理採購案（案號：112017）,臺北市動物保護處,威策電腦股份有限公司,,874000,1
112年度資訊機房資安維護暨受託者稽核委外服務,臺中市生命禮儀管理處,漢昕科技股份有限公司,,328000,1
112年度資通安全暨網路及電腦設備維護服務委外,衛生福利部東區老人之家,奇盟企業有限公司,,690000,1
112年度電腦、網路及周邊等設備維護服務案,內政部警政署,精誠科技整合股份有限公司,,40888000,1
112年度圖書館骨幹網路設備維護案一式,國立中興大學,旭鴻資通股份有限公司,,712500,1
112年度網路、電腦設備暨資訊安全維護服務採購案,經濟部水利署第一河川局,鴻名企業股份有限公司,,870000,1
112年度網路平台系統維護案,衛生福利部中央健康保險署,凌群電腦股份有限公司,,990000,1
112年度網路核心設備及管理軟體維護案,臺南市政府警察局,敦陽科技股份有限公司,,668000,1
112年度網路設備及伺服器維護案,金融監督管理委員會證券期貨局,力麗科技股份有限公司,菁智科技股份有限公司,588000,1
112年度網路設備維護,臺北市政府警察局交通警察大隊,鴻達系統有限公司,,130000,1
112年度網路設備維護案,金門縣採購招標所,新加坡商網達先進科技有限公司台灣分公司,,845000,1
112年度網路新聞管理平台及新聞剪輯資料委外服務案,金融監督管理委員會,焦點實業有限公司,,960000,1
112年度網路資訊設備維護及資訊安全管理委託資訊服務案,臺北市政府法務局,威策電腦股份有限公司,,370000,1
112年度網路電話（語音）節費服務,臺北市立大安高級工業職業學校,艾奇網路科技有限公司,,267050,1
112年度網路暨對外服務軟體安全維護,臺灣嘉義地方法院,華緯資訊企業社,,492000,1
112年度網路機房維護採購案,國家安全局,惠陽電腦有限公司,朔方科技股份有限公司,720000,1
112年度網路輿情分析及災情介接,經濟部水利署,中華電信股份有限公司企業客戶分公司,,880000,1
112年度臺南市政府優質網路政府整合運用推廣,臺南市政府智慧發展中心,泛科知識股份有限公司,,895000,1
112年度機房暨資訊設備網路管理維護委外服務案,桃園市政府勞動局,信陽電腦科技有限公司,,410000,1
112年個人電腦、印表機、網路設備與機房伺服器維護案,新竹市警察局,訊通實業股份有限公司,方恩科技有限公司,824500,1
112年校園骨幹網路路由器維護案一式,國立清華大學,新加坡商網達先進科技有限公司台灣分公司,華電聯網股份有限公司,793000,1
112年高雄市政府水利局社群網路營運暨行銷案,高雄市政府水利局,森洋創意行銷有限公司,,450000,1
112年國立空中大學網路佈建暨網路維護案,國立空中大學,晉崙通訊有限公司,,1770000,2
112年無線網路設備維護,國立清華大學,擎昊科技股份有限公司,,260000,1
112年資安暨智慧科技研發大樓機電設備維護,財團法人國家實驗研究院,正霖空調工程有限公司,承芯工程股份有限公司,6440000,1
112年資訊網路系統監控設備維護,新竹縣政府警察局,陞鄴科技有限公司,,955000,1
112年電腦暨網路資訊裝備系統維護案,國立中央大學,啟迪國際資訊股份有限公司,,835000,1
112年電算中心資訊網路機房設備檢測維護案,國立臺灣科技大學,寬普數位科技有限公司,,870000,1
112年網路及電腦設備維護暨資訊安全維護服務委外案,臺北市藝文推廣處,麥斯科技有限公司,,964950,1
112年網路系統軟、硬體設備維護案,交通部臺灣鐵路管理局,以叡科技股份有限公司,晟崴科技股份有限公司,17628000,1
112年網路社群平台維運及旅遊資訊更新委外,交通部觀光局澎湖國家風景區管理處,曾惠玟,,523625,1
112年網路基礎架構設備維護計畫,新北市政府環境保護局,大同股份有限公司,,990000,1
112年網路資安設備維護,彰化縣文化局,慎密科技有限公司,,893000,1
112年臺北市高中職及國中小網路惡意行為偵測及防毒系統建置服務案,臺北市政府工務局,大同股份有限公司,,14420000,1
112年臺北院區網路設備及防火牆維護採購,行政院人事行政總處公務人力發展學院,冠閎資訊股份有限公司,,458000,1
112年臺東縣政府教育網路中心綠能雲端資料中心機房硬體保固維護案,臺東縣政府,信業科技股份有限公司,,532000,1
112年學生宿舍網路設備及線路維護合約,國立臺灣大學,聖佳科技股份有限公司,,996160,1
112年機房網路設備暨各單位電腦設備委外維護,新北市中和區公所,華鉅科技股份有限公司,,990000,1
